account_id,risk_tier,utilization,fico_origination,annual_income,credit_history_months,thin_file,days_past_due,ending_balance,charge_off_flag
9840,Tier 2 - Moderate,0.4687,692,63500.0,212,False,0,15327.67,0
23741,Tier 1 - Low Risk,0.3106,734,57600.0,187,False,0,11429.64,0
33246,Tier 2 - Moderate,0.3444,678,89200.0,195,False,0,6062.09,0
20892,Tier 1 - Low Risk,0.3508,794,93400.0,27,False,0,17540.1,0
4440,Tier 2 - Moderate,0.0,717,89700.0,159,False,0,0.0,0
29277,Tier 2 - Moderate,0.5805,691,24800.0,91,False,0,3889.67,0
7442,Tier 1 - Low Risk,0.1713,725,51500.0,332,False,0,4436.22,0
25077,Tier 1 - Low Risk,0.0,779,124500.0,89,False,0,0.0,0
29722,Tier 2 - Moderate,0.3704,612,37300.0,55,False,0,6036.92,0
37254,Tier 1 - Low Risk,0.0,798,136700.0,187,False,0,0.0,0
48894,Tier 2 - Moderate,0.2962,697,81800.0,434,False,0,10040.56,0
5113,Tier 1 - Low Risk,0.2275,732,108100.0,365,False,0,5528.33,0
12647,Tier 2 - Moderate,0.2304,703,26000.0,79,False,0,1612.94,0
19634,Tier 2 - Moderate,0.222,701,29900.0,28,False,0,1975.99,0
18232,Tier 1 - Low Risk,0.1174,740,63500.0,164,False,0,2570.54,0
36019,Tier 1 - Low Risk,0.041,746,85800.0,171,False,0,1340.28,0
35457,Tier 1 - Low Risk,0.0,751,74700.0,112,False,0,0.0,0
41484,Tier 1 - Low Risk,0.0,841,81600.0,153,False,0,0.0,0
23660,Tier 2 - Moderate,0.132,717,50700.0,28,False,0,4158.14,0
40539,Tier 2 - Moderate,0.0558,685,19300.0,130,False,0,200.9,0
28999,Tier 2 - Moderate,0.2338,678,23800.0,22,True,0,1262.25,0
40360,Tier 2 - Moderate,0.1165,691,115900.0,195,False,0,3320.78,0
14648,Tier 2 - Moderate,0.1872,584,41500.0,146,False,0,1946.48,0
14998,Tier 1 - Low Risk,0.111,778,81500.0,303,False,0,5217.08,0
28950,Tier 2 - Moderate,0.2617,668,29800.0,192,False,0,1675.06,0
47873,Tier 1 - Low Risk,0.1692,761,40200.0,112,False,0,1844.53,0
38572,Tier 2 - Moderate,0.0,661,67700.0,185,False,0,0.0,0
4070,Tier 1 - Low Risk,0.0,777,31900.0,25,False,0,0.0,0
47534,Tier 1 - Low Risk,0.2376,828,81600.0,86,False,0,8055.97,0
40946,Tier 1 - Low Risk,0.1842,779,49300.0,124,False,0,3886.22,0
7074,Tier 4 - High Risk,0.9672,611,37500.0,118,False,90,11412.59,0
18925,Tier 2 - Moderate,0.3373,666,31900.0,71,False,30,4891.54,0
39216,Tier 1 - Low Risk,0.2639,850,53400.0,480,False,0,4407.61,0
13510,Tier 1 - Low Risk,0.5194,785,57000.0,138,False,0,20257.04,0
6468,Tier 2 - Moderate,0.5832,654,48300.0,48,False,0,13705.45,0
39765,Tier 2 - Moderate,0.0726,685,83300.0,163,False,0,1575.35,0
41712,Tier 2 - Moderate,0.3641,689,48200.0,209,False,0,9976.17,0
27101,Tier 2 - Moderate,0.5491,671,80800.0,296,False,0,16197.82,0
44888,Tier 2 - Moderate,0.4308,593,33900.0,189,False,0,646.19,0
38811,Tier 2 - Moderate,0.675,838,88200.0,150,False,0,33747.84,0
5197,Tier 1 - Low Risk,0.0,800,94900.0,109,False,0,0.0,0
38891,Tier 2 - Moderate,0.0,662,39300.0,198,False,0,0.0,0
16367,Tier 2 - Moderate,0.2341,696,42700.0,120,False,0,5055.5,0
10699,Tier 1 - Low Risk,0.1181,731,101900.0,311,False,0,5905.25,0
36600,Tier 1 - Low Risk,0.1943,744,49300.0,56,False,0,2156.23,0
45364,Tier 2 - Moderate,0.5048,699,73100.0,157,False,0,15246.41,0
40820,Tier 1 - Low Risk,0.0,723,77400.0,62,False,0,0.0,0
33684,Tier 2 - Moderate,0.143,700,54700.0,73,False,30,4391.5,0
33860,Tier 1 - Low Risk,0.4486,792,31900.0,35,False,0,10228.12,0
14206,Tier 2 - Moderate,0.0,615,40200.0,121,False,0,0.0,0
26920,Tier 1 - Low Risk,0.5576,798,113800.0,194,False,0,27878.92,0
6692,Tier 2 - Moderate,0.0,665,62500.0,77,False,0,0.0,0
24925,Tier 1 - Low Risk,0.2981,772,74200.0,98,False,0,12224.1,0
36863,Tier 2 - Moderate,0.0555,725,50400.0,20,True,0,1781.85,0
16161,Tier 1 - Low Risk,0.072,785,168200.0,157,False,0,3601.95,0
44557,Tier 1 - Low Risk,0.1547,758,110000.0,46,False,0,7226.68,0
39343,Tier 2 - Moderate,0.0,659,41800.0,434,False,0,0.0,0
5152,Tier 3 - Elevated,1.0088,689,68900.0,227,False,180,13820.73,1
9406,Tier 2 - Moderate,0.1256,691,103900.0,54,False,30,5729.14,0
18139,Tier 2 - Moderate,0.4159,648,52700.0,46,False,0,9358.16,0
25569,Tier 1 - Low Risk,0.499,735,86400.0,242,False,0,24949.22,0
41835,Tier 2 - Moderate,0.5018,664,36800.0,149,False,0,3512.36,0
13888,Tier 2 - Moderate,0.0,699,88500.0,156,False,0,0.0,0
18270,Tier 2 - Moderate,0.1258,666,42600.0,34,False,0,2805.89,0
17172,Tier 2 - Moderate,0.0,642,52200.0,183,False,0,0.0,0
19062,Tier 1 - Low Risk,0.3544,765,66000.0,255,False,0,11517.76,0
33108,Tier 1 - Low Risk,0.0,771,76300.0,480,False,0,0.0,0
34856,Tier 3 - Elevated,0.2338,626,51800.0,19,True,0,5447.23,0
47187,Tier 2 - Moderate,0.3038,675,40300.0,302,False,0,6319.38,0
41920,Tier 2 - Moderate,0.4301,636,54900.0,234,False,0,645.15,0
39235,Tier 1 - Low Risk,0.0,812,33400.0,73,False,0,0.0,0
29132,Tier 1 - Low Risk,0.5986,720,36400.0,62,False,0,12809.58,0
24280,Tier 2 - Moderate,0.6005,764,59700.0,239,False,0,19515.64,0
41811,Tier 1 - Low Risk,0.1323,793,40200.0,110,False,0,2076.56,0
14914,Tier 1 - Low Risk,0.4142,721,49300.0,278,False,30,6254.62,0
15627,Tier 2 - Moderate,0.0,650,29800.0,138,False,0,0.0,0
46601,Tier 2 - Moderate,0.398,680,69100.0,274,False,0,13891.37,0
21682,Tier 2 - Moderate,0.5448,715,43400.0,350,False,0,10787.52,0
9632,Tier 3 - Elevated,0.6201,680,46400.0,12,True,60,12029.28,0
27554,Tier 1 - Low Risk,0.0,755,56700.0,210,False,0,0.0,0
14972,Tier 1 - Low Risk,0.0,732,31100.0,346,False,0,0.0,0
47279,Tier 1 - Low Risk,0.1573,764,21900.0,32,False,0,2044.38,0
45879,Tier 2 - Moderate,0.0,719,43800.0,50,False,0,0.0,0
28371,Tier 1 - Low Risk,0.0,729,50500.0,288,False,0,0.0,0
27139,Tier 1 - Low Risk,0.489,746,157300.0,424,False,0,20686.51,0
14965,Tier 3 - Elevated,0.7971,626,61700.0,34,False,120,10202.4,0
40749,Tier 1 - Low Risk,0.0892,723,61300.0,362,False,0,2801.98,0
25534,Tier 2 - Moderate,0.3102,675,74600.0,72,False,30,7290.71,0
29258,Tier 2 - Moderate,0.3021,600,42000.0,274,False,0,1721.71,0
19685,Tier 2 - Moderate,0.0,679,67500.0,286,False,0,0.0,0
39430,Tier 2 - Moderate,0.0,671,14000.0,52,False,0,0.0,0
12199,Tier 2 - Moderate,0.1336,660,60200.0,185,False,0,3273.06,0
15078,Tier 2 - Moderate,0.7173,687,46600.0,89,False,0,12481.02,0
34055,Tier 1 - Low Risk,0.1522,733,67400.0,25,False,0,4109.27,0
20144,Tier 2 - Moderate,0.5858,628,52300.0,315,False,0,15231.73,0
31806,Tier 1 - Low Risk,0.3035,741,27500.0,208,False,0,3429.35,0
8596,Tier 2 - Moderate,0.2888,709,50800.0,173,False,0,6092.85,0
15128,Tier 3 - Elevated,0.6726,614,41300.0,130,False,0,11165.88,0
12348,Tier 2 - Moderate,0.567,679,32800.0,193,False,0,4933.33,0
37280,Tier 1 - Low Risk,0.0,721,78600.0,239,False,0,0.0,0
15021,Tier 2 - Moderate,0.0,627,64500.0,47,False,0,0.0,0
9596,Tier 1 - Low Risk,0.0,763,53100.0,212,False,0,0.0,0
48823,Tier 2 - Moderate,0.1239,704,44200.0,32,False,0,1189.04,0
23716,Tier 2 - Moderate,0.2656,679,68000.0,103,False,30,3054.91,0
14489,Tier 1 - Low Risk,0.4377,724,58200.0,31,False,0,9934.87,0
20042,Tier 1 - Low Risk,0.2353,720,39700.0,61,False,0,3176.76,0
39255,Tier 2 - Moderate,0.0,713,50200.0,103,False,0,0.0,0
26185,Tier 2 - Moderate,0.2202,640,47600.0,374,False,0,3016.59,0
41034,Tier 4 - High Risk,0.919,624,29800.0,23,True,180,6341.32,1
3209,Tier 2 - Moderate,0.1571,718,98200.0,195,False,0,7855.93,0
35791,Tier 2 - Moderate,0.4219,683,62000.0,294,False,0,9323.8,0
17587,Tier 2 - Moderate,0.3403,694,54700.0,160,False,0,10380.23,0
9574,Tier 1 - Low Risk,0.2903,734,54700.0,96,False,0,3396.29,0
9527,Tier 1 - Low Risk,0.2095,743,31300.0,158,False,0,3708.74,0
3185,Tier 2 - Moderate,0.4884,696,78000.0,176,False,0,12162.11,0
11659,Tier 2 - Moderate,0.5389,630,49800.0,104,False,30,7113.37,0
19392,Tier 2 - Moderate,0.6423,850,54700.0,182,False,0,25691.17,0
48181,Tier 1 - Low Risk,0.201,737,110300.0,113,False,0,5086.46,0
5685,Tier 2 - Moderate,0.169,654,55300.0,249,False,0,2265.27,0
30877,Tier 2 - Moderate,0.0,690,32100.0,213,False,0,0.0,0
3553,Tier 1 - Low Risk,0.2137,791,94400.0,441,False,0,7970.53,0
9403,Tier 1 - Low Risk,0.2604,803,59700.0,242,False,0,5363.7,0
34338,Tier 1 - Low Risk,0.1293,800,110900.0,395,False,0,6462.65,0
10940,Tier 2 - Moderate,0.4257,711,37400.0,15,True,30,4171.55,0
32347,Tier 2 - Moderate,0.0,684,60200.0,45,False,0,0.0,0
28354,Tier 1 - Low Risk,0.1418,728,44800.0,312,False,0,2353.26,0
14400,Tier 2 - Moderate,0.3066,667,78900.0,236,False,0,7388.42,0
25404,Tier 1 - Low Risk,0.0,786,55000.0,83,False,0,0.0,0
42980,Tier 2 - Moderate,0.212,676,21200.0,288,False,0,953.85,0
8219,Tier 1 - Low Risk,0.1378,725,56800.0,271,False,0,2934.99,0
34299,Tier 2 - Moderate,0.6044,722,97400.0,309,False,0,28167.32,0
2570,Tier 2 - Moderate,0.2513,707,97700.0,140,False,0,8366.86,0
27728,Tier 2 - Moderate,0.4775,611,48800.0,239,False,0,3629.31,0
9955,Tier 2 - Moderate,0.291,625,26100.0,245,False,30,2997.72,0
10819,Tier 1 - Low Risk,0.537,846,80900.0,195,False,0,26848.5,0
46080,Tier 2 - Moderate,0.3208,659,104900.0,78,False,0,14883.86,0
29370,Tier 1 - Low Risk,0.1473,726,62400.0,211,False,0,3609.58,0
42553,Tier 1 - Low Risk,0.0,757,54700.0,76,False,0,0.0,0
37110,Tier 2 - Moderate,0.6136,684,34400.0,259,False,0,4601.85,0
12458,Tier 2 - Moderate,0.1666,691,50400.0,209,False,0,1965.69,0
33515,Tier 2 - Moderate,0.636,711,160500.0,25,False,0,31800.83,0
24613,Tier 2 - Moderate,0.228,690,48900.0,383,False,30,6451.95,0
8021,Tier 2 - Moderate,0.4171,698,61300.0,44,False,0,4671.43,0
24929,Tier 1 - Low Risk,0.376,750,148000.0,158,False,0,13762.81,0
30497,Tier 2 - Moderate,0.0,633,24800.0,50,False,0,0.0,0
4463,Tier 2 - Moderate,0.4581,683,54700.0,110,False,0,15619.7,0
25325,Tier 2 - Moderate,0.1081,684,43300.0,237,False,0,1513.97,0
40672,Tier 2 - Moderate,0.4525,708,91100.0,226,False,0,15566.51,0
25745,Tier 1 - Low Risk,0.108,792,113700.0,283,False,0,4051.68,0
46573,Tier 2 - Moderate,0.5831,652,56300.0,42,False,0,13002.03,0
35096,Tier 2 - Moderate,0.0,688,90500.0,175,False,0,0.0,0
8368,Tier 1 - Low Risk,0.4771,743,54700.0,254,False,0,7680.85,0
10352,Tier 2 - Moderate,0.0,676,55100.0,47,False,0,0.0,0
8567,Tier 1 - Low Risk,0.1706,747,51200.0,391,False,0,5133.7,0
34247,Tier 2 - Moderate,0.2933,629,65100.0,202,False,0,7274.79,0
29422,Tier 2 - Moderate,0.1574,696,100800.0,45,False,0,6830.99,0
4550,Tier 1 - Low Risk,0.0,722,94700.0,207,False,0,0.0,0
40626,Tier 2 - Moderate,0.2008,632,55500.0,124,False,0,2911.99,0
8399,Tier 2 - Moderate,0.0572,658,31100.0,196,False,0,463.41,0
24193,Tier 1 - Low Risk,0.0,838,91200.0,315,False,0,0.0,0
17600,Tier 1 - Low Risk,0.2053,802,133400.0,55,False,0,10265.39,0
47160,Tier 1 - Low Risk,0.3165,832,88100.0,92,False,0,15826.32,0
12328,Tier 1 - Low Risk,0.1048,787,71500.0,321,False,0,4925.38,0
15013,Tier 1 - Low Risk,0.3072,738,54700.0,209,False,0,3501.8,0
9205,Tier 1 - Low Risk,0.2426,723,49500.0,306,False,0,5604.63,0
44911,Tier 2 - Moderate,0.529,713,49200.0,138,False,0,11109.09,0
30952,Tier 1 - Low Risk,0.4932,733,78200.0,98,False,0,19334.22,0
48355,Tier 2 - Moderate,0.0,714,27300.0,82,False,0,0.0,0
24122,Tier 2 - Moderate,0.3767,649,53200.0,72,False,0,10246.21,0
22597,Tier 2 - Moderate,0.4889,653,41100.0,420,False,0,6159.57,0
28095,Tier 1 - Low Risk,0.2382,787,28600.0,291,False,0,3501.88,0
14281,Tier 2 - Moderate,0.0,610,30000.0,155,False,0,0.0,0
33043,Tier 2 - Moderate,0.4812,693,40000.0,84,False,0,11308.84,0
43469,Tier 2 - Moderate,0.0,699,95500.0,207,False,0,0.0,0
38544,Tier 1 - Low Risk,0.0,806,116600.0,46,False,0,0.0,0
34737,Tier 2 - Moderate,0.4645,655,45600.0,480,False,0,6177.94,0
1717,Tier 2 - Moderate,0.3538,673,35500.0,96,False,30,4741.11,0
47284,Tier 1 - Low Risk,0.0,789,54700.0,189,False,0,0.0,0
41903,Tier 2 - Moderate,0.3141,669,38500.0,59,False,0,2795.86,0
42717,Tier 2 - Moderate,0.3818,713,61700.0,206,False,0,13667.11,0
24477,Tier 1 - Low Risk,0.1104,729,42700.0,227,False,0,1567.03,0
2847,Tier 1 - Low Risk,0.2927,723,73200.0,366,False,0,7580.25,0
19737,Tier 2 - Moderate,0.2442,668,32500.0,83,False,30,3955.24,0
8528,Tier 2 - Moderate,0.0,685,52300.0,431,False,0,0.0,0
17263,Tier 1 - Low Risk,0.3728,850,54700.0,108,False,0,18640.38,0
14073,Tier 2 - Moderate,0.2914,641,35300.0,122,False,0,437.1,0
29554,Tier 2 - Moderate,0.1456,617,40800.0,137,False,0,218.4,0
15824,Tier 2 - Moderate,0.3791,628,39300.0,38,False,0,3449.84,0
17101,Tier 1 - Low Risk,0.4925,789,35300.0,68,False,0,5121.9,0
11294,Tier 2 - Moderate,0.4836,682,72600.0,308,False,0,14508.38,0
36458,Tier 2 - Moderate,0.0,703,55000.0,9,True,0,0.0,0
41867,Tier 1 - Low Risk,0.0,765,122400.0,116,False,0,0.0,0
20989,Tier 2 - Moderate,0.0743,664,100300.0,227,False,0,1240.72,0
23019,Tier 1 - Low Risk,0.2583,745,54700.0,112,False,0,6791.99,0
29518,Tier 3 - Elevated,0.0,642,86100.0,20,True,0,0.0,0
23743,Tier 2 - Moderate,0.0,591,25200.0,135,False,0,0.0,0
39757,Tier 2 - Moderate,0.3545,683,93100.0,102,False,0,15242.79,0
32864,Tier 2 - Moderate,0.535,607,23300.0,108,False,0,4600.83,0
17490,Tier 2 - Moderate,0.3928,711,33700.0,304,False,0,2592.23,0
42209,Tier 2 - Moderate,0.0,718,30000.0,94,False,0,0.0,0
15214,Tier 1 - Low Risk,0.0,759,45500.0,288,False,0,0.0,0
10185,Tier 2 - Moderate,0.3368,705,31200.0,418,False,0,5725.32,0
31107,Tier 1 - Low Risk,0.0,761,81000.0,193,False,0,0.0,0
5079,Tier 2 - Moderate,0.1694,674,61100.0,370,False,0,2389.17,0
47131,Tier 2 - Moderate,0.458,646,48300.0,113,False,180,3389.21,1
20447,Tier 1 - Low Risk,0.2282,848,236600.0,459,False,0,11412.15,0
35495,Tier 2 - Moderate,0.5183,659,57900.0,208,False,0,777.44,0
32338,Tier 1 - Low Risk,0.2748,798,102700.0,105,False,0,13741.92,0
29018,Tier 2 - Moderate,0.3188,693,67100.0,130,False,60,11443.32,0
25599,Tier 2 - Moderate,0.614,812,95900.0,81,False,0,24254.3,0
18860,Tier 1 - Low Risk,0.4155,738,53100.0,261,False,0,5816.5,0
49402,Tier 2 - Moderate,0.2863,681,36300.0,35,False,0,2491.15,0
45049,Tier 3 - Elevated,0.8723,478,33900.0,114,False,180,1308.48,1
39352,Tier 2 - Moderate,0.1622,643,51500.0,109,False,0,3503.97,0
49923,Tier 1 - Low Risk,0.0,772,23700.0,230,False,0,0.0,0
24598,Tier 2 - Moderate,0.6339,803,102100.0,71,False,0,31694.51,0
49308,Tier 2 - Moderate,0.3238,669,54700.0,68,False,0,5115.77,0
35117,Tier 2 - Moderate,0.3716,647,60300.0,354,False,0,5351.66,0
23226,Tier 2 - Moderate,0.3461,670,72900.0,88,False,0,9655.72,0
25887,Tier 2 - Moderate,0.2752,647,55000.0,47,False,0,4046.1,0
31827,Tier 2 - Moderate,0.0649,671,47500.0,86,False,0,869.45,0
33937,Tier 1 - Low Risk,0.1034,761,71900.0,70,False,0,2016.02,0
31147,Tier 1 - Low Risk,0.1564,731,71500.0,175,False,0,4911.52,0
41664,Tier 2 - Moderate,0.046,668,24800.0,81,False,0,602.58,0
13520,Tier 1 - Low Risk,0.0,783,109500.0,111,False,0,0.0,0
12612,Tier 2 - Moderate,0.0,629,61400.0,64,False,0,0.0,0
15954,Tier 2 - Moderate,0.3446,704,44700.0,216,False,0,4204.0,0
16944,Tier 2 - Moderate,0.5638,668,48300.0,90,False,0,10486.62,0
43419,Tier 1 - Low Risk,0.2081,736,80500.0,279,False,0,8532.94,0
21991,Tier 2 - Moderate,0.5667,683,63800.0,21,True,0,17455.4,0
17141,Tier 1 - Low Risk,0.0,733,56800.0,188,False,0,0.0,0
38731,Tier 3 - Elevated,0.7623,570,24100.0,243,False,180,1143.41,1
42774,Tier 3 - Elevated,0.6609,619,16900.0,144,False,0,991.42,0
26177,Tier 2 - Moderate,0.3291,658,29700.0,426,False,0,493.59,0
46237,Tier 3 - Elevated,0.4402,587,42000.0,21,True,0,4489.84,0
48613,Tier 2 - Moderate,0.406,685,43800.0,60,False,0,3085.73,0
12224,Tier 1 - Low Risk,0.2529,774,64800.0,102,False,0,4096.99,0
42785,Tier 2 - Moderate,0.4641,641,21600.0,268,False,30,4502.14,0
21774,Tier 2 - Moderate,0.6998,681,26100.0,296,False,0,3988.76,0
10856,Tier 1 - Low Risk,0.3086,758,64800.0,235,False,0,9134.28,0
18917,Tier 1 - Low Risk,0.0,721,78400.0,209,False,0,0.0,0
25130,Tier 2 - Moderate,0.0282,659,30300.0,108,False,0,456.72,0
47150,Tier 2 - Moderate,0.269,615,46600.0,39,False,0,403.43,0
37555,Tier 3 - Elevated,0.8675,658,39700.0,117,False,180,1301.28,1
16825,Tier 1 - Low Risk,0.0,726,57200.0,179,False,0,0.0,0
39350,Tier 2 - Moderate,0.0,642,53100.0,115,False,0,0.0,0
2729,Tier 2 - Moderate,0.3743,711,50100.0,129,False,0,10631.31,0
14970,Tier 2 - Moderate,0.5784,675,71300.0,122,False,30,22500.71,0
36937,Tier 2 - Moderate,0.1397,696,54200.0,132,False,0,4469.74,0
22262,Tier 2 - Moderate,0.496,606,51700.0,44,False,0,11755.68,0
23141,Tier 2 - Moderate,0.0,696,54700.0,94,False,0,0.0,0
26796,Tier 2 - Moderate,0.1229,701,30700.0,156,False,0,2064.19,0
29236,Tier 4 - High Risk,0.9948,449,43700.0,120,False,180,1492.19,1
12316,Tier 1 - Low Risk,0.0,783,72300.0,34,False,0,0.0,0
21174,Tier 2 - Moderate,0.0,705,60000.0,336,False,0,0.0,0
4437,Tier 2 - Moderate,0.0,683,45200.0,136,False,0,0.0,0
10192,Tier 2 - Moderate,0.6838,723,64500.0,217,False,0,17641.11,0
44632,Tier 1 - Low Risk,0.0,729,45200.0,137,False,0,0.0,0
18345,Tier 2 - Moderate,0.101,658,72600.0,211,False,0,1485.35,0
37027,Tier 2 - Moderate,0.0,656,98100.0,217,False,0,0.0,0
11503,Tier 1 - Low Risk,0.0,801,30400.0,322,False,0,0.0,0
21208,Tier 1 - Low Risk,0.3684,737,93700.0,242,False,0,6520.75,0
16752,Tier 1 - Low Risk,0.1912,796,116100.0,149,False,0,9557.99,0
32446,Tier 3 - Elevated,0.8963,615,18400.0,105,False,120,3316.32,0
27916,Tier 2 - Moderate,0.3067,704,77200.0,47,False,0,8279.68,0
38863,Tier 2 - Moderate,0.3908,687,104600.0,48,False,0,586.13,0
21100,Tier 2 - Moderate,0.3596,624,41200.0,133,False,0,5933.58,0
41983,Tier 1 - Low Risk,0.1658,782,71900.0,316,False,0,8292.05,0
20894,Tier 2 - Moderate,0.2108,615,30100.0,295,False,0,2382.52,0
23113,Tier 2 - Moderate,0.0,599,48600.0,166,False,0,0.0,0
1928,Tier 2 - Moderate,0.4193,593,54700.0,95,False,0,3354.24,0
43498,Tier 1 - Low Risk,0.253,765,61800.0,224,False,0,4401.79,0
9209,Tier 2 - Moderate,0.1875,688,34000.0,123,False,0,1124.72,0
12888,Tier 1 - Low Risk,0.0,748,96600.0,276,False,0,0.0,0
25934,Tier 3 - Elevated,0.7373,627,51100.0,102,False,150,12607.0,0
17803,Tier 1 - Low Risk,0.2607,757,57200.0,238,False,0,6413.98,0
19012,Tier 2 - Moderate,0.0,680,65800.0,305,False,0,0.0,0
40892,Tier 2 - Moderate,0.0,619,68100.0,73,False,0,0.0,0
37959,Tier 2 - Moderate,0.3905,643,23300.0,29,False,0,585.78,0
48715,Tier 2 - Moderate,0.0942,670,40900.0,265,False,0,1921.24,0
43732,Tier 3 - Elevated,0.8819,599,54700.0,58,False,180,8290.1,1
42492,Tier 2 - Moderate,0.5115,696,57200.0,433,False,0,11100.24,0
