cardholder_id,age,annual_income,employment_status,region_id,fico_origination,credit_history_months
169,40,33200.0,Unemployed,3,560,54
170,22,71900.0,Self-Employed,3,740,35
171,27,96200.0,Employed,4,846,16
172,26,36700.0,Retired,1,616,24
173,64,71900.0,Employed,1,775,385
174,62,117800.0,Employed,2,850,230
175,60,63700.0,Employed,3,608,393
176,47,77800.0,Self-Employed,2,740,58
177,61,25900.0,Unknown,3,603,282
178,30,66600.0,Employed,1,699,87
179,72,75800.0,Self-Employed,4,661,143
180,49,30300.0,Employed,2,735,168
181,74,39200.0,Employed,3,726,320
182,29,66500.0,Employed,4,722,80
183,49,48000.0,Employed,2,694,78
184,60,94700.0,Student,1,738,190
185,49,63300.0,Employed,1,773,176
186,46,55800.0,Retired,1,805,260
187,30,47200.0,Self-Employed,4,747,83
188,42,61100.0,Student,4,802,229
189,34,74300.0,Employed,4,663,29
190,38,67000.0,Unemployed,2,719,174
191,59,47300.0,Employed,3,660,336
192,56,98800.0,Employed,1,800,68
193,55,75700.0,Employed,3,829,268
194,41,63400.0,Self-Employed,4,700,170
195,75,63200.0,Employed,2,696,385
196,25,62400.0,Employed,4,687,25
197,40,54700.0,Student,4,535,116
198,27,56000.0,Self-Employed,1,728,23
199,40,111100.0,Employed,4,741,199
200,75,67000.0,Employed,1,774,425
201,41,55400.0,Student,1,640,208
202,72,45900.0,Retired,4,724,180
203,49,68700.0,Student,4,739,178
204,60,52600.0,Employed,3,592,165
205,47,98400.0,Employed,3,676,187
206,36,35400.0,Retired,1,629,120
207,64,47600.0,Self-Employed,2,738,426
208,76,46500.0,Unemployed,3,728,275
209,36,119200.0,Employed,4,837,150
210,65,53700.0,Unknown,3,647,404
211,35,40600.0,Employed,4,747,92
212,61,22500.0,Employed,1,629,162
213,65,38800.0,Student,1,719,235
214,46,69000.0,Retired,2,820,218
215,63,73500.0,Employed,2,645,326
216,36,39000.0,Self-Employed,4,731,150
217,25,38100.0,Employed,3,656,63
218,26,115600.0,Employed,1,850,50
219,46,183000.0,Employed,4,850,155
220,72,100700.0,Self-Employed,3,850,134
221,28,101800.0,Employed,1,643,48
222,46,120700.0,Employed,4,680,143
223,61,156200.0,Employed,3,675,365
224,32,44800.0,Employed,1,707,126
225,62,39000.0,Employed,3,820,275
226,38,120200.0,Employed,4,715,179
227,67,38200.0,Retired,3,639,146
228,54,35300.0,Self-Employed,3,673,247
229,52,35400.0,Employed,2,637,191
230,31,48200.0,Retired,4,679,67
231,47,22400.0,Employed,3,707,122
232,69,31200.0,Employed,2,711,400
233,22,37200.0,Retired,1,772,7
234,64,34000.0,Employed,3,638,204
235,49,88800.0,Employed,3,776,100
236,62,58000.0,Employed,3,716,162
237,58,73900.0,Retired,4,673,75
238,45,66900.0,Employed,4,745,189
239,38,48000.0,Employed,1,702,54
240,56,88200.0,Retired,3,776,83
241,28,61900.0,Employed,1,733,44
242,54,48600.0,Student,3,705,112
243,26,23500.0,Unknown,4,669,56
244,58,54700.0,Unknown,1,679,278
245,56,32100.0,Self-Employed,1,644,226
246,25,59100.0,Employed,4,644,64
247,64,60400.0,Employed,2,642,373
248,44,29300.0,Employed,4,627,160
249,65,65700.0,Employed,1,721,414
250,23,53900.0,Student,2,616,19
251,31,55800.0,Employed,3,762,69
252,49,58800.0,Student,3,709,178
253,31,54700.0,Employed,2,761,38
254,39,69000.0,Self-Employed,2,727,179
255,58,41800.0,Retired,3,696,122
256,29,31300.0,Employed,2,566,54
257,59,54700.0,Student,4,686,308
258,26,76300.0,Retired,1,723,26
259,30,66900.0,Retired,4,709,49
260,54,51100.0,Employed,2,636,198
261,66,24500.0,Employed,3,714,429
262,30,99200.0,Unknown,1,735,22
263,38,21800.0,Employed,3,593,51
264,73,78400.0,Employed,1,690,480
265,77,158000.0,Retired,1,782,254
266,54,60000.0,Employed,4,700,320
267,46,62000.0,Employed,1,689,127
268,40,63000.0,Unemployed,4,667,95
269,55,61600.0,Employed,3,710,244
270,54,161600.0,Student,3,838,67
271,37,35900.0,Retired,1,662,101
272,22,31800.0,Retired,4,651,10
273,29,43800.0,Employed,4,580,22
274,75,132800.0,Employed,4,621,150
275,44,41600.0,Employed,2,702,123
276,48,66500.0,Student,1,761,252
277,47,88400.0,Employed,4,671,140
278,65,83100.0,Employed,3,757,314
279,24,78500.0,Employed,3,732,48
280,25,94300.0,Employed,4,831,40
281,36,60000.0,Unemployed,2,698,109
282,48,44600.0,Unknown,1,731,189
283,59,61100.0,Employed,2,639,104
284,48,47100.0,Employed,3,670,283
285,46,169200.0,Student,3,732,152
286,74,47600.0,Self-Employed,3,700,106
287,30,63300.0,Employed,1,719,65
288,53,28500.0,Student,3,634,86
289,51,58900.0,Employed,4,805,278
290,47,48000.0,Student,1,612,89
291,67,79900.0,Employed,4,729,304
292,36,71600.0,Employed,4,747,63
293,75,114800.0,Employed,3,800,180
294,39,96500.0,Employed,1,744,189
295,52,54100.0,Self-Employed,3,752,260
296,50,36100.0,Self-Employed,2,664,85
297,69,40900.0,Employed,4,696,214
298,46,62300.0,Employed,1,736,147
299,37,56300.0,Student,1,688,40
300,22,55200.0,Employed,3,714,18
301,41,41900.0,Self-Employed,2,638,199
302,68,113000.0,Retired,2,736,440
303,21,25200.0,Employed,4,618,14
304,72,46000.0,Self-Employed,2,659,480
305,51,34200.0,Unemployed,2,679,136
306,28,46000.0,Student,2,692,51
307,38,92300.0,Employed,3,692,151
308,52,48900.0,Employed,1,694,289
309,38,55100.0,Employed,2,626,48
310,27,67800.0,Employed,1,638,31
311,58,49000.0,Employed,1,820,177
312,59,68000.0,Employed,4,677,202
313,27,56300.0,Employed,4,686,78
314,37,31500.0,Self-Employed,4,725,84
315,34,42000.0,Unknown,3,700,148
316,58,66900.0,Employed,4,682,95
317,62,103000.0,Employed,2,765,359
318,62,103000.0,Employed,1,797,263
319,74,155200.0,Student,4,705,391
320,64,72500.0,Employed,2,700,216
321,39,43900.0,Employed,2,670,68
322,27,48800.0,Employed,1,843,25
323,56,53700.0,Retired,2,648,109
324,73,50100.0,Unknown,2,737,412
325,76,54700.0,Employed,2,803,243
326,34,62800.0,Employed,2,732,77
327,34,30500.0,Student,1,671,118
328,23,80600.0,Retired,3,816,20
329,29,22200.0,Employed,4,580,91
330,52,54700.0,Employed,3,675,163
331,52,93400.0,Employed,4,695,204
332,42,70400.0,Employed,2,694,63
333,38,44800.0,Student,2,690,43
334,68,143500.0,Employed,2,802,421
335,47,44800.0,Employed,3,768,147
336,67,23900.0,Employed,3,585,272
337,75,74400.0,Employed,4,753,110
338,39,23800.0,Employed,3,654,91
339,32,35300.0,Employed,2,609,111
340,75,80300.0,Employed,4,649,410
341,57,46100.0,Employed,2,801,120
342,37,68100.0,Student,1,764,63
343,56,33600.0,Student,4,703,259
344,50,81300.0,Self-Employed,3,711,159
345,72,28000.0,Unknown,2,694,114
346,35,94100.0,Employed,1,772,133
347,77,49300.0,Self-Employed,2,689,245
348,74,120400.0,Self-Employed,3,850,108
349,31,35000.0,Employed,1,698,36
350,30,121100.0,Unemployed,2,675,82
351,51,36100.0,Unknown,4,723,127
352,23,22000.0,Employed,3,587,30
353,38,53700.0,Student,2,669,95
354,45,94400.0,Self-Employed,3,835,150
355,76,86900.0,Student,2,706,480
356,77,103100.0,Unemployed,4,702,169
357,29,73000.0,Employed,4,742,22
358,71,41300.0,Employed,1,618,347
359,26,70700.0,Employed,4,666,24
360,63,60600.0,Employed,4,772,249
361,69,43100.0,Employed,3,730,109
362,71,64800.0,Employed,4,672,480
363,33,50300.0,Unemployed,3,720,124
364,71,113100.0,Employed,3,752,401
365,27,39900.0,Employed,1,719,61
366,50,42900.0,Unemployed,2,648,191
367,47,39900.0,Employed,4,670,262
368,39,124200.0,Employed,3,741,144
369,22,36800.0,Employed,3,734,36
370,65,104900.0,Employed,1,768,265
371,40,33400.0,Employed,3,699,160
372,58,71600.0,Employed,1,773,88
373,44,60700.0,Employed,2,713,153
374,42,93200.0,Employed,2,740,192
375,71,97600.0,Employed,3,781,297
376,26,51900.0,Unemployed,4,675,69
377,62,45400.0,Employed,4,798,169
378,63,120700.0,Unemployed,2,757,344
379,42,40200.0,Student,4,691,66
380,35,18700.0,Employed,4,587,55
381,21,21200.0,Unemployed,3,603,5
382,74,29200.0,Employed,4,665,480
383,75,79300.0,Employed,2,748,480
384,34,140300.0,Employed,4,662,55
385,22,19600.0,Student,4,699,15
386,27,35400.0,Retired,3,694,56
387,24,51700.0,Student,3,687,47
388,68,118600.0,Employed,2,702,395
389,71,42000.0,Employed,1,604,182
390,29,66200.0,Employed,2,791,90
391,63,51900.0,Retired,3,664,82
392,31,165300.0,Unknown,1,810,58
393,41,56900.0,Employed,1,724,142
394,55,66100.0,Unemployed,3,713,290
395,62,60100.0,Retired,2,683,331
396,70,49400.0,Employed,4,729,145
397,23,75800.0,Employed,3,651,25
398,32,30500.0,Employed,4,706,116
399,36,21200.0,Employed,3,725,144
400,38,49200.0,Unknown,2,613,68
401,77,88200.0,Employed,3,754,136
402,65,45100.0,Unknown,1,623,90
403,39,57500.0,Employed,1,730,90
404,76,35200.0,Unknown,3,695,209
405,49,88800.0,Unemployed,2,737,140
406,49,73800.0,Self-Employed,2,640,81
407,45,54700.0,Student,2,802,135
408,29,54700.0,Retired,1,720,21
409,74,32300.0,Self-Employed,4,594,100
410,21,26700.0,Employed,3,590,18
411,30,48200.0,Employed,4,695,99
412,34,65300.0,Employed,4,839,40
413,36,67300.0,Self-Employed,3,780,70
414,28,42900.0,Self-Employed,1,721,61
415,22,68800.0,Employed,1,698,33
416,59,108400.0,Self-Employed,2,759,196
417,76,58500.0,Retired,1,652,480
418,27,57800.0,Employed,1,650,22
419,37,47800.0,Employed,1,722,128
420,49,54700.0,Employed,2,681,183
421,73,65000.0,Unemployed,3,652,395
422,60,54700.0,Student,3,744,119
423,64,88000.0,Retired,1,719,342
424,54,81400.0,Self-Employed,2,725,70
425,44,44000.0,Unemployed,1,713,129
426,32,34300.0,Retired,1,751,64
427,70,71000.0,Employed,4,704,317
428,66,102800.0,Employed,4,781,332
429,22,106800.0,Unemployed,4,825,28
430,61,19100.0,Unemployed,2,686,231
431,25,149900.0,Employed,2,786,48
432,63,70100.0,Employed,1,758,285
433,68,89100.0,Student,4,789,271
434,28,23100.0,Employed,1,697,46
435,45,48700.0,Retired,1,549,256
436,28,73100.0,Employed,1,640,42
437,53,33000.0,Employed,2,656,262
438,73,16400.0,Employed,3,688,430
439,25,58000.0,Employed,3,700,28
440,43,52600.0,Employed,4,699,236
441,76,116500.0,Unemployed,4,781,258
442,38,49000.0,Employed,3,700,68
443,28,48600.0,Self-Employed,2,762,95
444,48,75000.0,Employed,4,764,201
445,49,87600.0,Employed,1,812,233
446,58,41400.0,Unemployed,4,576,350
447,38,80500.0,Retired,1,780,84
448,75,48000.0,Employed,2,674,432
449,50,55700.0,Employed,1,698,124
450,37,70900.0,Student,2,607,58
451,75,88800.0,Student,2,679,105
452,73,69500.0,Self-Employed,2,714,228
453,49,33800.0,Employed,2,713,297
454,22,21200.0,Student,1,693,28
455,55,51800.0,Employed,1,682,319
456,52,86200.0,Unemployed,4,842,94
457,29,62100.0,Employed,1,678,40
458,57,63300.0,Employed,4,591,174
459,68,59000.0,Employed,2,809,349
460,27,57800.0,Employed,4,659,28
461,62,37000.0,Employed,4,695,191
462,28,71700.0,Employed,3,801,79
463,63,85000.0,Employed,3,795,355
464,44,46000.0,Student,4,850,83
465,21,59600.0,Employed,2,674,12
466,76,28100.0,Employed,1,709,242
467,30,55200.0,Employed,1,682,51
468,54,52900.0,Employed,3,730,210
469,31,90100.0,Employed,3,735,83
470,74,55300.0,Employed,3,669,316
471,63,85900.0,Self-Employed,3,791,83
472,66,49200.0,Employed,2,691,142
473,45,19400.0,Unknown,2,600,61
474,47,49300.0,Employed,3,659,68
475,57,62000.0,Self-Employed,1,730,323
476,65,62600.0,Employed,3,767,233
477,69,64000.0,Self-Employed,1,678,135
478,22,39200.0,Employed,4,556,37
479,58,49300.0,Self-Employed,3,663,181
480,27,30300.0,Employed,3,562,63
481,37,21400.0,Employed,1,565,132
482,68,56400.0,Self-Employed,4,753,128
483,35,37200.0,Employed,4,676,141
484,66,95500.0,Employed,3,706,376
485,47,54700.0,Employed,3,648,216
486,34,59000.0,Employed,3,627,102
487,40,137900.0,Employed,2,700,163
488,51,51100.0,Employed,1,775,215
489,64,58200.0,Unknown,1,613,122
490,55,68300.0,Employed,1,685,207
491,74,75900.0,Employed,2,700,346
492,70,49600.0,Employed,4,570,465
493,63,36900.0,Self-Employed,4,753,384
494,55,75600.0,Unknown,1,848,203
495,37,22200.0,Employed,2,632,115
496,44,78500.0,Employed,3,748,198
497,27,42100.0,Self-Employed,4,695,74
498,42,53600.0,Student,1,807,146
499,73,47600.0,Employed,1,690,133
500,45,103100.0,Employed,2,721,114
501,27,56200.0,Employed,1,634,85
502,58,49300.0,Employed,1,660,290
503,75,51800.0,Employed,1,795,383
504,70,55800.0,Retired,2,675,104
505,36,153600.0,Employed,1,803,51
506,46,30100.0,Employed,3,554,206
507,51,90300.0,Employed,3,691,214
508,35,67200.0,Employed,4,694,131
509,36,104400.0,Unemployed,1,828,34
510,34,68700.0,Retired,4,696,91
511,77,61200.0,Employed,4,804,456
512,63,91900.0,Unemployed,3,745,215
513,68,65600.0,Student,1,714,432
514,67,82800.0,Self-Employed,2,675,94
515,75,115400.0,Employed,4,751,460
516,27,52400.0,Employed,3,592,78
517,71,49400.0,Unemployed,4,685,114
518,24,37100.0,Employed,3,645,35
519,48,67100.0,Employed,1,723,128
520,54,37800.0,Employed,1,634,154
521,41,45500.0,Student,4,742,87
522,29,32800.0,Unemployed,3,687,43
523,31,64300.0,Retired,3,716,29
524,68,42200.0,Employed,3,597,104
525,39,29600.0,Retired,3,662,106
526,38,31900.0,Unknown,2,785,150
527,73,46600.0,Retired,4,702,214
528,29,40900.0,Employed,3,765,72
529,73,67500.0,Employed,3,757,260
530,73,56000.0,Unemployed,4,670,327
531,55,66600.0,Employed,1,731,264
532,30,62400.0,Employed,3,684,52
533,29,70800.0,Employed,1,816,44
534,37,22200.0,Unemployed,1,646,159
535,53,33700.0,Employed,4,657,179
536,29,65100.0,Employed,4,547,79
537,46,59800.0,Unemployed,2,743,153
538,27,78000.0,Employed,1,698,37
539,51,27700.0,Employed,2,637,90
540,22,39700.0,Self-Employed,2,633,23
541,61,50400.0,Employed,4,777,307
542,24,53500.0,Employed,4,727,46
543,32,52200.0,Employed,4,670,49
544,30,62900.0,Student,1,685,61
545,68,56200.0,Employed,1,728,353
546,24,92000.0,Self-Employed,3,725,36
547,45,116000.0,Self-Employed,3,651,251
548,54,33900.0,Employed,2,811,262
549,50,56400.0,Employed,2,650,70
550,59,81900.0,Employed,4,635,305
551,66,76400.0,Employed,3,794,257
552,43,44700.0,Student,2,689,193
553,68,66400.0,Unemployed,1,761,99
554,39,25900.0,Student,4,636,165
555,77,60600.0,Student,4,850,216
556,49,28500.0,Employed,3,638,76
557,62,72700.0,Retired,3,731,125
558,70,36100.0,Employed,3,707,480
559,66,63200.0,Employed,4,850,251
560,69,68500.0,Employed,2,656,303
561,51,57400.0,Employed,2,663,175
562,23,37200.0,Student,1,779,18
563,49,50100.0,Retired,3,664,256
564,31,87000.0,Retired,3,688,103
565,71,54700.0,Employed,3,780,174
566,34,52300.0,Unknown,1,734,92
567,33,40100.0,Employed,2,661,49
568,35,82300.0,Retired,3,692,63
569,57,54700.0,Employed,4,548,149
570,53,39600.0,Self-Employed,2,725,154
571,75,60900.0,Employed,2,662,480
572,44,48400.0,Employed,1,617,146
573,37,98100.0,Unknown,1,674,73
574,23,48400.0,Student,1,612,44
575,21,26300.0,Retired,4,608,14
576,42,67000.0,Employed,2,727,60
577,73,134600.0,Employed,3,744,336
578,50,94700.0,Retired,1,789,197
579,71,36400.0,Retired,2,686,266
580,26,44400.0,Employed,3,850,41
581,26,49400.0,Retired,1,649,58
582,68,58700.0,Employed,4,722,314
583,27,59700.0,Employed,1,617,51
584,23,42300.0,Retired,3,599,19
585,44,35700.0,Student,4,717,245
586,73,92500.0,Employed,4,790,351
587,60,34600.0,Self-Employed,3,540,388
588,26,34900.0,Employed,2,674,44
589,68,35600.0,Employed,4,718,134
590,69,78200.0,Student,2,850,147
591,66,61600.0,Student,2,682,327
592,72,89300.0,Employed,1,765,201
593,34,36400.0,Self-Employed,2,723,62
594,76,34600.0,Employed,1,634,333
595,39,43300.0,Employed,1,700,99
596,66,54100.0,Retired,4,681,260
597,54,61700.0,Employed,4,671,118
598,65,54700.0,Employed,4,666,193
599,56,54700.0,Student,3,696,160
600,57,54700.0,Employed,4,770,184
601,56,42300.0,Employed,2,700,141
602,65,99200.0,Employed,3,791,228
603,63,21700.0,Employed,3,713,282
604,28,58400.0,Retired,4,664,40
605,68,68300.0,Employed,4,647,319
606,51,38400.0,Employed,2,750,107
607,39,43200.0,Retired,4,649,173
608,50,95700.0,Employed,1,712,75
609,76,147300.0,Employed,2,706,287
610,69,54700.0,Retired,3,749,269
611,68,138200.0,Student,2,850,441
612,47,40000.0,Student,2,718,246
613,65,28700.0,Self-Employed,4,581,168
614,42,52300.0,Employed,1,784,63
615,60,82500.0,Unemployed,4,723,359
616,57,24600.0,Employed,2,689,348
617,35,34300.0,Retired,1,694,157
618,36,36200.0,Unemployed,1,711,88
619,24,58300.0,Student,1,802,43
620,28,55900.0,Employed,2,742,84
621,45,38200.0,Student,4,662,238
622,48,59400.0,Employed,1,738,112
623,30,30400.0,Employed,4,687,72
624,44,44500.0,Retired,4,722,214
625,55,31900.0,Student,1,694,70
626,34,48400.0,Employed,4,690,146
627,40,37000.0,Employed,1,674,181
628,41,72700.0,Student,4,745,108
629,49,54400.0,Unemployed,4,802,124
630,41,48100.0,Unknown,3,652,102
631,63,128700.0,Unemployed,3,807,250
632,39,62800.0,Employed,1,584,142
633,45,45900.0,Employed,2,666,230
634,42,41200.0,Employed,3,662,215
635,31,30100.0,Employed,2,579,118
636,60,55700.0,Self-Employed,2,675,393
637,34,59500.0,Employed,4,782,147
638,37,22200.0,Employed,3,588,48
639,66,31800.0,Retired,2,773,291
640,75,48100.0,Unemployed,4,749,480
641,59,34900.0,Employed,4,643,254
642,73,61400.0,Self-Employed,4,761,177
643,69,64400.0,Unknown,1,743,172
644,48,51900.0,Self-Employed,1,795,171
645,64,74700.0,Employed,4,668,207
646,39,40600.0,Retired,3,740,45
647,47,54700.0,Unknown,1,754,148
648,51,35300.0,Employed,4,742,175
649,75,69000.0,Student,3,730,410
650,69,61400.0,Employed,1,700,457
651,48,32000.0,Student,2,730,83
652,58,53200.0,Employed,3,600,306
653,32,50500.0,Employed,1,771,124
654,66,66600.0,Self-Employed,3,678,164
655,52,64300.0,Employed,1,710,168
656,51,40100.0,Retired,1,705,150
657,64,82200.0,Employed,3,721,206
658,57,71800.0,Employed,4,759,333
659,25,36000.0,Employed,3,710,16
660,37,31400.0,Employed,3,680,72
661,31,38200.0,Employed,3,652,66
662,62,29800.0,Unknown,4,642,403
663,23,54300.0,Employed,2,715,14
664,32,87500.0,Employed,2,604,57
665,55,106800.0,Retired,2,850,261
666,60,35200.0,Self-Employed,4,721,308
667,49,78400.0,Employed,1,684,258
668,70,61900.0,Self-Employed,2,701,208
669,73,20500.0,Employed,1,629,369
670,28,43500.0,Employed,3,821,52
671,75,49700.0,Employed,1,630,480
672,56,97500.0,Employed,4,683,300
673,57,38400.0,Retired,2,681,157
674,26,64500.0,Self-Employed,4,728,53
675,56,53900.0,Employed,2,717,345
676,62,30200.0,Employed,1,709,396
677,54,43800.0,Employed,2,704,305
678,25,99300.0,Self-Employed,1,724,22
679,50,51100.0,Retired,4,750,169
680,74,90900.0,Employed,4,666,233
681,62,84900.0,Employed,3,785,81
682,28,41300.0,Student,2,554,65
683,75,34100.0,Retired,4,786,450
684,75,36100.0,Employed,1,642,301
685,30,97900.0,Employed,3,787,107
686,66,62900.0,Unemployed,2,645,283
687,44,24700.0,Retired,4,647,208
688,54,81700.0,Employed,2,657,70
689,46,24300.0,Employed,4,604,153
690,65,54700.0,Employed,4,624,187
691,77,63400.0,Employed,3,724,305
692,66,182600.0,Employed,1,850,394
693,74,87300.0,Employed,3,748,202
694,74,48700.0,Employed,3,683,459
695,26,50700.0,Student,2,746,68
696,35,78700.0,Employed,1,683,66
697,62,109700.0,Employed,2,652,248
698,54,50200.0,Unknown,3,629,199
699,23,44800.0,Employed,3,740,13
700,26,34500.0,Employed,4,695,71
701,50,74500.0,Employed,2,813,224
702,56,89700.0,Employed,4,767,270
703,30,21300.0,Employed,4,645,92
704,30,42600.0,Unknown,2,663,36
705,28,29200.0,Student,3,695,75
706,53,59800.0,Employed,2,672,120
707,21,28100.0,Retired,4,753,25
708,53,30900.0,Employed,4,585,164
709,48,90900.0,Employed,1,727,257
710,47,50700.0,Employed,1,698,196
711,59,55700.0,Employed,1,716,204
712,50,67100.0,Unknown,1,674,170
713,62,89600.0,Retired,4,799,280
714,64,48300.0,Unknown,3,667,91
715,73,50400.0,Student,3,637,170
716,66,49200.0,Student,3,619,375
717,50,89900.0,Employed,1,704,184
718,49,53400.0,Employed,3,655,189
719,34,45400.0,Student,3,700,85
